emp_no,title,salary
453066,Engineer,56183
453069,Senior Staff,73725
453072,Engineer,40000
453076,Engineer,47754
453081,Engineer,50916
453084,Senior Engineer,41679
453087,Engineer,51908
453095,Senior Engineer,40000
453108,Senior Staff,40000
453126,Senior Engineer,64293
453133,Staff,69160
453137,Engineer,83802
453150,Engineer,44590
453151,Senior Staff,51672
453152,Engineer,46108
453155,Senior Staff,65695
453161,Senior Engineer,50025
453177,Senior Engineer,40000
453181,Senior Staff,40000
453183,Senior Staff,94005
453186,Senior Staff,40000
453190,Senior Engineer,40000
453206,Senior Engineer,40000
453211,Senior Engineer,40592
453214,Senior Engineer,56784
453215,Technique Leader,40917
453220,Senior Staff,52672
453223,Technique Leader,40000
453225,Senior Engineer,58393
453235,Staff,75813
453237,Engineer,42849
453241,Senior Engineer,51175
453245,Technique Leader,46555
453251,Senior Engineer,40493
453262,Technique Leader,55581
453265,Senior Engineer,56667
453268,Senior Engineer,50158
453273,Senior Staff,80256
453274,Staff,55111
453278,Senior Staff,40000
453289,Engineer,40227
453298,Engineer,40000
453308,Senior Staff,40000
453316,Senior Engineer,60098
453319,Staff,44591
453325,Engineer,41206
453342,Senior Staff,55155
453355,Senior Staff,40000
453360,Senior Engineer,57306
453367,Staff,40000
453379,Senior Engineer,49736
453381,Senior Engineer,40000
453405,Senior Engineer,40000
453406,Senior Engineer,44392
453413,Senior Engineer,40000
453421,Staff,56280
453448,Senior Staff,51914
453464,Staff,60032
453466,Senior Engineer,43926
453474,Staff,45250
453479,Senior Staff,78924
453486,Senior Staff,40000
453488,Technique Leader,44112
453491,Technique Leader,40000
453501,Senior Engineer,43830
453502,Engineer,51550
453504,Senior Staff,78301
453509,Senior Engineer,43136
453527,Engineer,44731
453529,Senior Engineer,70167
453533,Senior Staff,56544
453541,Senior Engineer,40000
453551,Senior Engineer,63154
453577,Senior Staff,40000
453591,Senior Staff,87472
453593,Senior Staff,52063
453595,Senior Engineer,46616
453596,Senior Staff,81651
453600,Senior Engineer,40000
453606,Senior Staff,40000
453621,Senior Staff,66405
453623,Technique Leader,40000
453626,Senior Staff,40000
453635,Senior Staff,63610
453639,Assistant Engineer,40000
453652,Senior Engineer,54381
453654,Senior Staff,57042
453658,Senior Staff,59354
453660,Senior Staff,83074
453661,Senior Engineer,67738
453667,Senior Engineer,70311
453698,Senior Staff,59698
453704,Senior Engineer,43721
453706,Engineer,54769
453708,Senior Engineer,66400
453716,Senior Staff,93690
453718,Senior Staff,78042
453722,Senior Staff,40000
453726,Senior Engineer,63582
453732,Engineer,40000
453734,Senior Engineer,40000
453736,Senior Staff,80918
453738,Senior Engineer,42397
453759,Senior Engineer,80329
453766,Staff,74193
453775,Technique Leader,40894
453793,Senior Staff,47335
453800,Senior Staff,40000
453805,Senior Engineer,64203
453808,Engineer,44505
453809,Senior Engineer,55017
453811,Senior Staff,88904
453817,Senior Engineer,40000
453822,Senior Staff,47551
453829,Senior Staff,47269
453837,Senior Staff,63948
453842,Technique Leader,40000
453874,Senior Engineer,40000
453887,Senior Engineer,50014
453890,Senior Engineer,40000
453904,Senior Staff,71108
453912,Staff,81842
453917,Technique Leader,54924
453918,Senior Engineer,40000
453926,Senior Engineer,45183
453928,Senior Staff,68671
453937,Senior Staff,40000
453944,Engineer,69615
453952,Staff,62142
453955,Senior Engineer,45463
453956,Senior Staff,71137
453972,Senior Staff,57105
453985,Senior Engineer,42876
454013,Senior Staff,40000
454032,Senior Staff,82408
454057,Senior Staff,62515
454067,Senior Staff,94175
454081,Senior Staff,61411
454093,Senior Staff,71509
454095,Senior Staff,66782
454100,Senior Engineer,56932
454101,Senior Staff,99386
454108,Senior Staff,47662
454110,Senior Engineer,40000
454114,Senior Engineer,40000
454132,Senior Engineer,42148
454136,Senior Staff,40000
454153,Technique Leader,46634
454178,Senior Engineer,56709
454182,Senior Staff,72339
454195,Senior Staff,68755
454198,Senior Staff,61750
454199,Senior Engineer,53511
454201,Senior Engineer,49673
454215,Senior Staff,47830
454218,Senior Engineer,52460
454228,Staff,56102
454231,Senior Staff,51381
454233,Senior Staff,41221
454241,Senior Staff,66288
454247,Senior Staff,56007
454248,Senior Staff,54128
454257,Technique Leader,63552
454260,Senior Engineer,40000
454261,Staff,91700
454270,Staff,41809
454271,Senior Engineer,40000
454274,Senior Engineer,49785
454288,Staff,45694
454292,Senior Engineer,44997
454293,Senior Staff,40000
454310,Senior Engineer,45172
454312,Engineer,50425
454322,Senior Staff,64944
454323,Senior Staff,84863
454325,Staff,42607
454340,Technique Leader,43443
454342,Staff,46157
454344,Senior Staff,49880
454354,Senior Engineer,40000
454364,Senior Engineer,69503
454365,Senior Engineer,69923
454368,Engineer,40000
454375,Senior Staff,91546
454376,Senior Staff,50019
454379,Senior Engineer,40000
454383,Senior Engineer,40000
454389,Engineer,47655
454398,Senior Staff,73189
454400,Senior Staff,83047
454419,Senior Engineer,68715
454434,Engineer,40000
454444,Staff,72077
454449,Senior Engineer,43151
454450,Senior Staff,60037
454458,Senior Engineer,53024
454461,Engineer,40000
454464,Senior Engineer,64723
454479,Senior Staff,40000
454492,Senior Staff,40000
454497,Senior Staff,54848
454501,Senior Engineer,41223
454514,Technique Leader,46943
454516,Senior Staff,68426
454541,Senior Staff,42233
454550,Senior Staff,49910
454560,Senior Engineer,40000
454578,Senior Staff,58290
454580,Engineer,40000
454598,Senior Staff,58583
454607,Engineer,40000
454612,Staff,93727
454617,Senior Engineer,57741
454627,Senior Staff,51005
454633,Senior Staff,40000
454643,Engineer,40000
454649,Senior Engineer,66981
454659,Senior Engineer,53309
454663,Senior Engineer,44804
454669,Technique Leader,40000
454670,Senior Engineer,40000
454678,Senior Staff,45626
454680,Senior Engineer,63364
454681,Senior Staff,45126
454699,Senior Engineer,40000
454709,Senior Engineer,74496
454729,Senior Staff,56708
454733,Senior Engineer,40000
454739,Senior Engineer,40000
454744,Technique Leader,40000
454745,Senior Engineer,60519
454750,Senior Engineer,40000
454754,Senior Staff,83792
454761,Senior Engineer,40000
454767,Senior Engineer,40000
454774,Senior Engineer,62352
454789,Senior Staff,53378
454798,Senior Staff,40000
454801,Senior Staff,40000
454803,Senior Engineer,40000
454816,Senior Staff,40222
454828,Senior Engineer,52068
454830,Senior Engineer,71879
454836,Senior Engineer,67872
454862,Staff,46904
454863,Senior Engineer,44471
454881,Senior Staff,68627
454891,Senior Staff,68388
454894,Engineer,71030
454899,Engineer,40000
454900,Senior Engineer,56213
454906,Senior Staff,84111
454912,Staff,57569
454929,Senior Engineer,62541
454931,Engineer,55482
454932,Senior Staff,97754
454948,Senior Staff,60999
454951,Senior Staff,69233
454954,Senior Engineer,41204
454963,Senior Staff,47643
454966,Senior Staff,88871
454979,Senior Engineer,40000
454983,Senior Staff,61232
454987,Senior Engineer,68570
454989,Senior Staff,43603
454990,Staff,44544
454991,Senior Staff,71759
455009,Senior Staff,44450
455015,Senior Engineer,46229
455029,Senior Staff,40000
455030,Engineer,41192
455038,Senior Engineer,60547
455054,Senior Staff,63990
455059,Senior Staff,40000
455088,Engineer,40000
455090,Senior Staff,45226
455096,Senior Engineer,49119
455098,Senior Engineer,40000
455103,Senior Engineer,55187
455104,Senior Engineer,41864
455106,Senior Staff,40000
455112,Senior Staff,73432
455122,Senior Engineer,62960
455123,Senior Engineer,43395
455129,Senior Staff,79016
455138,Senior Engineer,40000
455142,Senior Engineer,62549
455145,Technique Leader,61711
455157,Senior Staff,56595
455159,Senior Staff,65818
455160,Senior Engineer,40000
455164,Senior Staff,65453
455165,Senior Staff,40000
455172,Senior Engineer,40000
455192,Engineer,76076
455203,Senior Engineer,48110
455204,Senior Staff,109903
455209,Senior Engineer,68880
455213,Engineer,64304
455223,Senior Engineer,40000
455230,Staff,56671
455237,Senior Engineer,56644
455240,Senior Engineer,40000
455258,Senior Engineer,51844
455266,Senior Engineer,49416
455280,Engineer,69651
455282,Engineer,45459
455290,Senior Engineer,45101
455297,Senior Staff,78678
455302,Staff,40000
455318,Senior Staff,43648
455321,Senior Engineer,64422
455333,Senior Engineer,46332
455335,Senior Engineer,40000
455336,Senior Staff,63056
455337,Senior Engineer,40000
455339,Engineer,45181
455355,Staff,67056
455356,Engineer,53254
455373,Senior Staff,86065
455375,Senior Engineer,40000
455392,Senior Engineer,55666
455395,Assistant Engineer,51028
455402,Senior Staff,87032
455413,Senior Engineer,40000
455430,Senior Staff,40000
455435,Assistant Engineer,53446
455441,Senior Staff,80803
455461,Staff,83563
455464,Senior Staff,57182
455470,Senior Engineer,83523
455476,Senior Staff,63244
455490,Senior Staff,48626
455496,Senior Staff,69701
455506,Senior Engineer,67877
455508,Engineer,40000
455512,Senior Engineer,40000
455525,Senior Engineer,40000
455529,Senior Staff,91932
455533,Senior Staff,49571
455538,Senior Staff,56626
455545,Staff,57926
455554,Senior Staff,45280
455559,Senior Staff,87910
455566,Senior Staff,63177
455568,Senior Staff,40000
455579,Senior Staff,67544
455590,Engineer,57159
455621,Staff,63478
455622,Senior Engineer,40000
455626,Senior Staff,68743
455630,Senior Staff,58927
455631,Technique Leader,69535
455640,Engineer,40000
455642,Senior Staff,52620
455648,Senior Staff,43356
455649,Senior Engineer,46539
455669,Staff,44986
455682,Engineer,40000
455703,Staff,40000
455710,Engineer,62786
455716,Engineer,79392
455727,Senior Staff,52711
455734,Senior Engineer,46195
455751,Engineer,40000
455755,Senior Engineer,40000
455757,Senior Staff,45334
455758,Senior Engineer,57144
455759,Senior Staff,40000
455763,Staff,42614
455765,Senior Engineer,40000
455769,Senior Staff,83820
455770,Senior Staff,65678
455788,Senior Staff,55978
455801,Senior Engineer,40000
455805,Senior Staff,40000
455806,Senior Staff,50357
455809,Senior Engineer,40000
455818,Engineer,56729
455827,Assistant Engineer,40000
455837,Senior Staff,63434
455840,Senior Staff,82816
455844,Technique Leader,40000
455848,Senior Engineer,40000
455849,Senior Engineer,66233
455871,Senior Engineer,40000
455902,Engineer,49101
455905,Senior Engineer,47742
455913,Staff,40000
455923,Senior Engineer,50023
455927,Senior Staff,40000
455932,Senior Engineer,40000
455933,Technique Leader,50343
455940,Senior Engineer,44152
455947,Senior Engineer,44139
455949,Engineer,48675
455957,Senior Staff,40923
455966,Senior Staff,58528
455980,Senior Engineer,49313
455987,Senior Staff,40000
455991,Senior Staff,85382
455998,Senior Staff,53915
455999,Technique Leader,40000
456005,Senior Engineer,50766
456007,Senior Staff,63030
456015,Engineer,40000
456030,Senior Engineer,52756
456036,Senior Engineer,40000
456052,Staff,44703
456053,Senior Engineer,55263
456063,Senior Staff,44080
456066,Engineer,45576
456071,Senior Staff,40000
456073,Engineer,52631
456078,Engineer,54131
456079,Senior Staff,85966
456089,Senior Engineer,42693
456093,Senior Engineer,40000
456100,Senior Staff,55274
456101,Senior Engineer,40000
456111,Senior Staff,47439
456133,Senior Staff,77469
456144,Senior Staff,77219
456149,Senior Engineer,40000
456158,Senior Engineer,40000
456161,Senior Staff,81171
456169,Senior Engineer,43729
456174,Senior Staff,73149
456180,Staff,56198
456183,Senior Engineer,40000
456204,Senior Staff,66758
456205,Senior Engineer,40585
456216,Senior Engineer,81654
456227,Senior Engineer,40000
456234,Senior Engineer,40000
456240,Senior Engineer,46553
456241,Senior Engineer,40237
456244,Senior Staff,40000
456258,Engineer,46076
456281,Senior Staff,54576
456286,Senior Staff,102543
456294,Senior Engineer,56394
456300,Senior Engineer,55488
456306,Senior Engineer,60918
456317,Senior Engineer,45153
456326,Senior Staff,50940
456350,Engineer,40364
456355,Technique Leader,40000
456361,Senior Engineer,40000
456364,Senior Engineer,41275
456367,Senior Staff,49395
456369,Senior Staff,40000
456394,Senior Staff,67131
456405,Senior Engineer,40000
456411,Senior Staff,61967
456414,Senior Engineer,57624
456415,Senior Engineer,48406
456416,Senior Engineer,40000
456421,Technique Leader,40000
456429,Senior Staff,40000
456430,Senior Staff,40000
456436,Engineer,42616
456440,Senior Engineer,40000
456443,Senior Staff,51008
456454,Engineer,54601
456473,Senior Staff,75954
456476,Senior Engineer,40000
456480,Senior Engineer,40000
456487,Senior Staff,68832
456509,Staff,55562
456521,Senior Engineer,40000
456525,Senior Staff,56657
456532,Senior Staff,56968
456542,Senior Engineer,40000
456553,Senior Staff,61704
456554,Engineer,46366
456556,Senior Staff,57255
456562,Senior Staff,40000
456569,Senior Engineer,40000
456584,Senior Engineer,40000
456595,Engineer,42172
456600,Senior Staff,73604
456601,Staff,69068
456603,Senior Engineer,40000
456610,Senior Engineer,60943
456614,Senior Engineer,47332
456620,Senior Engineer,54509
456632,Senior Engineer,53204
456633,Senior Staff,40000
456641,Engineer,40000
456650,Senior Engineer,51950
456657,Staff,86823
456659,Senior Engineer,44209
456661,Senior Staff,60206
456672,Senior Engineer,40000
456675,Senior Staff,40606
456677,Senior Staff,71373
456683,Senior Engineer,40000
456685,Staff,53350
456688,Senior Engineer,40000
456692,Senior Engineer,43335
456702,Senior Staff,41121
456711,Technique Leader,40000
456712,Senior Staff,50127
456718,Senior Staff,48009
456719,Senior Staff,99039
456732,Engineer,48685
456736,Senior Staff,40000
456744,Senior Engineer,40000
456745,Senior Staff,40775
456751,Senior Staff,73090
456761,Engineer,40220
456765,Senior Staff,77079
456766,Senior Engineer,95186
456769,Senior Engineer,62182
456774,Technique Leader,40000
456783,Senior Staff,64337
456792,Senior Engineer,40000
456793,Senior Engineer,40000
456798,Senior Staff,54408
456806,Senior Engineer,48876
456816,Assistant Engineer,59988
456822,Senior Staff,40000
456827,Engineer,40988
456831,Senior Staff,68891
456838,Senior Engineer,45731
456840,Engineer,70680
456851,Senior Engineer,40000
456870,Senior Engineer,40000
456875,Staff,72847
456876,Senior Staff,59175
456886,Senior Engineer,46859
456891,Senior Staff,71803
456905,Senior Engineer,40000
456913,Senior Staff,63414
456915,Senior Engineer,49516
456919,Senior Engineer,47065
456927,Senior Staff,57983
456929,Senior Staff,40000
456930,Staff,56249
456941,Senior Staff,59355
456947,Senior Engineer,40000
456954,Senior Staff,62889
456959,Senior Engineer,57101
456970,Staff,48802
456973,Senior Engineer,46365
456989,Senior Engineer,40000
456990,Senior Engineer,40000
457005,Senior Engineer,76110
457008,Senior Staff,48183
457014,Senior Staff,55286
457015,Senior Staff,74238
457041,Senior Staff,77787
457042,Senior Staff,51306
457044,Senior Engineer,42364
457047,Senior Engineer,54418
457051,Senior Staff,40000
457054,Senior Engineer,40000
457059,Senior Staff,62366
457062,Senior Staff,73892
457071,Engineer,57278
457074,Engineer,45419
457087,Senior Staff,40000
457089,Senior Engineer,40000
457092,Technique Leader,57120
457103,Senior Staff,40000
457113,Senior Staff,40000
457125,Senior Staff,81202
457126,Senior Staff,69110
457131,Staff,40000
457138,Senior Engineer,62673
457184,Senior Staff,49802
457189,Senior Engineer,40000
457191,Assistant Engineer,40000
457196,Senior Staff,40000
457201,Engineer,54338
457202,Senior Staff,52282
457204,Engineer,62804
457206,Senior Engineer,55443
457219,Senior Engineer,48365
457225,Senior Staff,40000
457237,Senior Engineer,40000
457240,Senior Staff,52637
457248,Senior Staff,78732
457263,Staff,40000
457267,Senior Engineer,40000
457291,Senior Engineer,40000
457295,Technique Leader,62924
457299,Engineer,40000
457310,Engineer,41925
457319,Senior Staff,40000
457360,Senior Staff,78049
457372,Senior Staff,91391
457387,Senior Staff,100983
457389,Staff,55102
457392,Senior Engineer,40000
457393,Senior Engineer,40000
457417,Senior Engineer,45678
457422,Senior Staff,50311
457441,Senior Engineer,40000
457442,Senior Engineer,45298
457443,Senior Staff,72913
457450,Senior Staff,40000
457457,Senior Engineer,74922
457459,Staff,73699
457461,Senior Engineer,41727
457473,Engineer,40000
457487,Senior Staff,77916
457510,Senior Staff,40694
457528,Staff,54617
457530,Senior Engineer,41912
457541,Senior Engineer,40000
457548,Technique Leader,40000
457550,Staff,75692
457564,Senior Staff,56287
457577,Staff,62037
457584,Senior Staff,48957
457591,Senior Engineer,40000
457592,Assistant Engineer,66833
457594,Senior Engineer,48334
457597,Senior Engineer,40404
457598,Technique Leader,80429
457601,Senior Engineer,40000
457606,Senior Staff,67984
457612,Staff,74377
457627,Senior Engineer,57420
457636,Senior Staff,58503
457651,Senior Engineer,40000
457652,Senior Staff,51263
457667,Senior Staff,53700
457674,Senior Staff,42168
457683,Senior Staff,40000
457701,Senior Staff,65738
457709,Senior Engineer,42106
457713,Senior Staff,40000
457717,Senior Engineer,72551
457722,Senior Engineer,40000
457726,Senior Staff,50237
457744,Senior Staff,40000
457759,Senior Engineer,40000
457770,Senior Staff,48077
457775,Staff,60968
457787,Senior Engineer,54972
457799,Senior Staff,40000
457801,Senior Staff,56267
457807,Senior Staff,40000
457811,Senior Engineer,44571
457836,Senior Engineer,51862
457842,Senior Engineer,40000
457846,Senior Staff,77839
457849,Senior Staff,48345
457852,Senior Staff,44844
457853,Senior Engineer,45544
457856,Senior Staff,46926
457859,Senior Engineer,45298
457862,Senior Engineer,59540
457866,Senior Engineer,44279
457880,Senior Staff,80205
457890,Engineer,40000
457894,Senior Engineer,55020
457901,Senior Staff,79568
457924,Senior Staff,44848
457925,Senior Staff,53308
457943,Senior Engineer,40050
457948,Senior Engineer,48378
457964,Senior Engineer,40000
457968,Senior Engineer,52341
457970,Technique Leader,40000
457972,Senior Engineer,51270
457973,Senior Staff,92653
457982,Technique Leader,40000
457988,Senior Engineer,40222
457990,Senior Engineer,60163
457995,Senior Staff,40000
458009,Senior Engineer,77374
458012,Senior Engineer,40000
458013,Engineer,40000
458015,Senior Engineer,55796
458017,Senior Staff,55254
458026,Senior Staff,47152
458030,Engineer,43237
458032,Senior Engineer,64006
458034,Senior Staff,40000
458036,Senior Engineer,40909
458048,Staff,50783
458054,Senior Engineer,40000
458056,Senior Staff,44739
458058,Senior Engineer,42140
458063,Senior Staff,40787
458084,Staff,72521
458090,Senior Engineer,40000
458105,Senior Engineer,44581
458106,Senior Staff,62327
458135,Engineer,40000
458139,Engineer,40159
458147,Senior Staff,82713
458162,Technique Leader,40000
458172,Senior Engineer,40000
458196,Technique Leader,51265
458199,Senior Engineer,40000
458203,Senior Engineer,53352
458210,Senior Staff,44500
458217,Senior Staff,47150
458222,Senior Staff,72125
458228,Technique Leader,52323
458236,Senior Engineer,65373
458238,Senior Engineer,40000
458252,Staff,40000
458257,Senior Engineer,40000
458259,Engineer,40000
458266,Senior Staff,65009
458267,Senior Staff,79685
458286,Senior Engineer,61856
458297,Senior Staff,40000
458300,Senior Engineer,49275
458321,Senior Engineer,40000
458326,Engineer,40000
458356,Senior Engineer,41092
458377,Senior Engineer,42154
458384,Staff,44427
458389,Senior Staff,54503
458391,Senior Staff,62194
458398,Senior Engineer,40000
458404,Senior Engineer,40000
458412,Senior Staff,91777
458416,Senior Engineer,40000
458419,Senior Engineer,40000
458441,Senior Engineer,40000
458452,Senior Staff,71938
458463,Senior Engineer,40605
458465,Senior Engineer,60936
458473,Staff,63420
458474,Technique Leader,40000
458479,Technique Leader,40000
458480,Technique Leader,50927
458494,Senior Staff,40000
458495,Senior Staff,72301
458497,Staff,42050
458498,Senior Staff,40000
458507,Staff,59340
458525,Senior Staff,58254
458528,Senior Staff,57911
458531,Senior Engineer,46436
458532,Technique Leader,40000
458535,Senior Staff,88455
458537,Senior Staff,56545
458538,Senior Staff,40000
458550,Senior Staff,44312
458561,Senior Staff,61132
458564,Staff,61884
458570,Engineer,63396
458571,Senior Staff,54568
458585,Engineer,40000
458587,Engineer,63448
458591,Senior Staff,40000
458596,Senior Engineer,51651
458597,Senior Staff,58981
458612,Staff,59651
458615,Engineer,40000
458621,Senior Staff,49163
458623,Senior Staff,65880
458653,Engineer,59211
458663,Senior Engineer,52524
458664,Senior Staff,52281
458665,Senior Engineer,53776
458676,Senior Engineer,40000
458677,Senior Engineer,54863
458687,Engineer,40000
458688,Senior Staff,53127
458690,Assistant Engineer,40000
458695,Senior Staff,74915
458700,Senior Engineer,49677
458710,Senior Engineer,40000
458712,Senior Engineer,49997
458729,Staff,40000
458739,Senior Engineer,60864
458742,Senior Engineer,46549
458752,Senior Engineer,73465
458756,Senior Staff,68282
458766,Senior Staff,47602
458768,Senior Staff,45668
458787,Senior Staff,69287
458789,Senior Staff,61173
458798,Senior Engineer,40000
458805,Staff,69413
458820,Staff,49318
458830,Technique Leader,40323
458836,Engineer,40000
458840,Senior Staff,40000
458841,Senior Engineer,54960
458845,Senior Engineer,52132
458847,Senior Engineer,54168
458851,Senior Staff,81961
458868,Senior Engineer,61484
458870,Engineer,65217
458875,Senior Engineer,40000
458887,Senior Staff,44982
458888,Senior Engineer,41613
458891,Senior Engineer,48321
458904,Senior Staff,73630
458905,Senior Staff,40000
458909,Engineer,40000
458914,Senior Engineer,51080
458922,Senior Engineer,45817
458931,Senior Staff,40000
458936,Senior Staff,62753
458941,Senior Staff,41788
458948,Senior Staff,58525
458957,Senior Engineer,50166
458963,Engineer,40000
458966,Senior Engineer,67776
458968,Senior Staff,53738
458971,Senior Staff,52147
458972,Senior Engineer,47832
458975,Senior Staff,81914
458984,Engineer,40000
458987,Technique Leader,40000
459013,Staff,73699
459016,Senior Staff,51420
459018,Senior Engineer,54427
459020,Senior Engineer,40000
459021,Senior Staff,99559
459023,Staff,61921
459026,Senior Engineer,40000
459031,Senior Staff,55137
459042,Senior Engineer,40000
459045,Senior Staff,47302
459046,Senior Engineer,40000
459056,Senior Staff,40000
459064,Senior Engineer,46074
459068,Senior Engineer,40000
459069,Engineer,40000
459075,Senior Staff,43683
459083,Senior Engineer,40067
459085,Senior Staff,57111
459091,Senior Engineer,58991
459100,Senior Engineer,43551
459116,Senior Engineer,52002
459119,Senior Engineer,40000
459127,Senior Engineer,62887
459154,Senior Engineer,44998
459158,Senior Staff,79635
459164,Senior Engineer,58277
459173,Senior Staff,66700
459177,Senior Engineer,74496
459178,Technique Leader,64366
459189,Senior Engineer,52072
459225,Senior Staff,40000
459228,Senior Engineer,40000
459240,Senior Engineer,40000
459247,Senior Engineer,40000
459248,Staff,40000
459249,Senior Staff,79785
459262,Senior Engineer,46595
459269,Technique Leader,40000
459273,Senior Engineer,63918
459278,Senior Engineer,56266
459279,Senior Staff,40000
459286,Senior Engineer,72502
459287,Technique Leader,49306
459302,Senior Engineer,60543
459307,Technique Leader,63398
459332,Senior Staff,63351
459339,Senior Staff,74534
459342,Senior Staff,68473
459343,Staff,62058
459347,Senior Staff,75505
459351,Senior Engineer,47739
459363,Senior Engineer,40000
459365,Senior Engineer,40000
459390,Senior Staff,60329
459397,Senior Engineer,51976
459409,Senior Engineer,57066
459416,Senior Engineer,40000
459417,Engineer,66098
459420,Senior Engineer,50546
459450,Senior Engineer,63822
459456,Engineer,40000
459462,Senior Engineer,49986
459463,Senior Staff,75583
459467,Senior Staff,51935
459469,Senior Staff,40000
459470,Senior Staff,54384
459478,Senior Engineer,75753
459483,Senior Staff,69722
459489,Senior Engineer,66186
459497,Senior Engineer,68823
459507,Senior Engineer,40000
459514,Senior Engineer,54569
459520,Senior Staff,49207
459531,Engineer,40594
459532,Engineer,40000
459535,Senior Engineer,57325
459541,Staff,53322
459547,Senior Engineer,40000
459548,Staff,48643
459551,Senior Staff,54867
459562,Senior Staff,43753
459572,Senior Staff,56904
459596,Senior Engineer,51639
459601,Staff,81415
459609,Senior Staff,64007
459614,Engineer,62634
459617,Senior Staff,83712
459621,Senior Engineer,40000
459623,Senior Engineer,56917
459625,Senior Engineer,48007
459633,Senior Engineer,59278
459635,Senior Staff,91884
459636,Senior Staff,45362
459639,Senior Engineer,70357
459646,Staff,82208
459650,Senior Staff,75474
459651,Senior Engineer,54940
459652,Staff,40000
459653,Senior Engineer,55957
459662,Engineer,64428
459663,Staff,83436
459671,Senior Engineer,40000
459673,Assistant Engineer,59420
459677,Engineer,45148
459679,Senior Engineer,64270
459691,Technique Leader,40000
459692,Staff,71777
459711,Staff,71752
459728,Technique Leader,48087
459730,Senior Engineer,40000
459747,Senior Staff,62996
459750,Senior Staff,59702
459757,Engineer,48760
459767,Staff,40000
459777,Senior Engineer,45546
459783,Staff,40000
459785,Senior Engineer,40000
459805,Senior Staff,40000
459806,Senior Staff,55581
459811,Senior Engineer,57579
459813,Senior Engineer,64066
459831,Technique Leader,46874
459854,Senior Engineer,40000
459857,Staff,45621
459867,Engineer,43545
459871,Technique Leader,46826
459877,Senior Staff,54590
459883,Senior Engineer,48430
459890,Senior Engineer,52589
459899,Technique Leader,45036
459903,Senior Engineer,44725
459904,Senior Staff,54695
459911,Staff,40000
459918,Senior Engineer,54789
459921,Senior Staff,92255
459930,Senior Engineer,54168
459934,Senior Staff,44753
459937,Senior Engineer,40000
459952,Senior Staff,40000
459953,Senior Engineer,48634
459958,Staff,47655
459978,Senior Staff,40000
459988,Senior Engineer,40000
459989,Senior Engineer,41824
459991,Senior Engineer,46545
459993,Senior Engineer,50376
459998,Senior Engineer,40000
460000,Senior Engineer,44075
460010,Senior Engineer,46545
460014,Senior Engineer,40000
460032,Senior Engineer,54061
460033,Senior Staff,97537
460044,Senior Engineer,40000
460046,Senior Engineer,54229
460048,Technique Leader,40000
460053,Senior Staff,40000
460059,Senior Engineer,61656
460088,Technique Leader,40000
460091,Senior Staff,40000
460092,Senior Engineer,46764
460105,Engineer,40000
460108,Engineer,43599
460113,Senior Engineer,68700
460114,Senior Staff,46578
460121,Senior Engineer,52418
460135,Senior Staff,62117
460144,Senior Engineer,63661
460157,Senior Staff,67413
460174,Senior Engineer,40000
460176,Staff,42937
460186,Senior Staff,47416
460205,Senior Staff,57428
460216,Senior Staff,40000
460229,Senior Staff,74597
460238,Senior Staff,70957
460244,Senior Engineer,42699
460256,Senior Engineer,40000
460286,Senior Staff,40000
460296,Staff,40000
460300,Technique Leader,53741
460302,Senior Staff,40000
460304,Senior Engineer,40000
460307,Senior Staff,83904
460309,Staff,40000
460317,Engineer,67794
460323,Senior Engineer,40000
460325,Engineer,41918
460331,Senior Staff,88798
460335,Senior Staff,42874
460340,Senior Engineer,44544
460346,Senior Staff,71428
460348,Senior Engineer,56857
460351,Senior Engineer,51512
460355,Senior Staff,75553
460359,Senior Engineer,40000
460361,Staff,74114
460362,Senior Engineer,40000
460368,Technique Leader,40000
460381,Senior Staff,50645
460394,Staff,40000
460395,Senior Staff,78663
460402,Senior Staff,43033
460404,Senior Staff,40000
460407,Senior Staff,40910
460419,Senior Staff,40000
460425,Senior Engineer,40000
460441,Engineer,62639
460453,Senior Staff,40000
460460,Senior Engineer,60157
460473,Staff,56580
460478,Senior Engineer,40000
460487,Senior Staff,40000
460491,Senior Engineer,43312
460497,Senior Staff,40000
460498,Senior Staff,58135
460501,Senior Engineer,47100
460511,Senior Engineer,49148
460522,Staff,40000
460531,Senior Staff,76020
460545,Senior Staff,40000
460549,Staff,67443
460557,Senior Engineer,46692
460564,Senior Engineer,72714
460568,Engineer,40601
460576,Senior Engineer,40000
460585,Senior Engineer,40000
460588,Engineer,40000
460593,Senior Staff,62220
460613,Engineer,54265
460619,Staff,40000
460623,Engineer,40499
460643,Engineer,40000
460652,Senior Engineer,54394
460655,Senior Staff,77153
460660,Senior Staff,79810
460665,Staff,40000
460673,Engineer,77848
460693,Engineer,68705
460696,Senior Engineer,54942
460716,Senior Staff,50020
460723,Senior Staff,96209
460739,Engineer,40995
460741,Technique Leader,59245
460747,Senior Staff,40000
460749,Senior Staff,40000
460750,Senior Engineer,40000
460755,Senior Staff,78717
460762,Engineer,61879
460766,Senior Engineer,44791
460797,Senior Staff,54523
460808,Technique Leader,45626
460811,Senior Staff,40000
460814,Senior Engineer,42418
460817,Senior Staff,61163
460825,Senior Engineer,40000
460851,Senior Staff,40000
460853,Senior Staff,98931
460854,Staff,53309
460859,Assistant Engineer,53052
460868,Senior Engineer,47015
460871,Staff,40000
460876,Senior Engineer,40000
460891,Staff,40000
